Sno,server_id,module_name,Generated_on,avg_percentage_activities_visited,total_comments_by_all_users,number_of_students
381,rj81,[u'Pre-CLIx Survey'],28 November 2018,87.5,0,8
382,rj81,[u'Reflecting on Values'],28 November 2018,0,0,1
383,rj81,[u'Sound'],28 November 2018,19.6428571428571,0,2
384,rj81,[u'Understanding Motion'],28 November 2018,20.4830917874396,0,30
385,rj82,[u'Atomic Structure'],30 November 2018,20.8031599736669,0,31
386,rj82,[u'Basic Astronomy'],30 November 2018,42.0534139581759,4,63
387,rj82,[u'English Beginner'],30 November 2018,15.9663865546218,3,28
388,rj82,[u'English Elementary'],30 November 2018,7.38095238095238,0,5
389,rj82,[u'Geometric Reasoning Part I'],30 November 2018,40.3981264637003,5,61
390,rj82,[u'Geometric Reasoning Part II'],30 November 2018,23.1617647058823,0,4
391,rj82,[u'Health and Disease'],30 November 2018,36.437908496732,0,9
392,rj82,[u'Linear Equations'],30 November 2018,85.7142857142857,1,1
393,rj82,[u'Post-CLIx Survey'],30 November 2018,0,0,1
394,rj82,[u'Pre-CLIx Survey'],30 November 2018,68.6111111111111,0,18
395,rj82,[u'Proportional Reasoning'],30 November 2018,0,0,1
396,rj82,[u'Reflecting on Values'],30 November 2018,6.27177700348432,0,7
397,rj82,[u'Sound'],30 November 2018,6.25,0,2
398,rj82,[u'Understanding Motion'],30 November 2018,22.1802142407057,0,23
399,rj84,[u'English Beginner'],24 November 2018,6.86274509803922,0,18
400,rj84,[u'Proportional Reasoning'],24 November 2018,7.90513833992095,0,11
401,rj84,[u'Sound'],24 November 2018,3.22802197802198,0,26
402,rj85,[u'Health and Disease'],26 November 2018,3.56037151702786,0,19
403,rj85,[u'Proportional Reasoning'],26 November 2018,14.4927536231884,0,18
404,rj86,[u'Atomic Structure'],13 November 2018,38.4174722520587,0,57
405,rj86,[u'Basic Astronomy'],13 November 2018,55.787728026534,0,67
406,rj86,[u'Ecosystem'],13 November 2018,53.1772575250836,0,23
407,rj86,[u'English Beginner'],13 November 2018,0,0,1
408,rj86,[u'English Elementary'],13 November 2018,2.97619047619048,0,10
409,rj86,[u'Geometric Reasoning Part I'],13 November 2018,16.9642857142857,0,8
410,rj86,[u'Geometric Reasoning Part II'],13 November 2018,34.5588235294118,0,8
411,rj86,[u'Health and Disease'],13 November 2018,27.1323529411765,0,20
412,rj86,[u'Pre-CLIx Survey'],13 November 2018,72.5,0,34
413,rj86,[u'Proportional Reasoning'],13 November 2018,6.52173913043478,0,12
414,rj86,[u'Sound'],13 November 2018,24.7321428571428,0,80
415,rj86,[u'Understanding Motion'],13 November 2018,44.3416589577551,0,47
416,rj91,[u'Ecosystem'],28 November 2018,7.98076923076923,0,20
417,rj91,[u'English Beginner'],28 November 2018,3.99159663865546,0,14
418,rj91,[u'Pre-CLIx Survey'],28 November 2018,12,0,5
419,rj91,[u'Proportional Reasoning'],28 November 2018,15.3623188405797,0,15
420,rj91,[u'Sound'],28 November 2018,11.3839285714286,0,16
421,rj91,[u'Understanding Motion'],28 November 2018,0,0,1
422,rj92,[u'Atomic Structure'],26 November 2018,6.42857142857143,0,40
423,rj92,[u'Basic Astronomy'],26 November 2018,0,0,1
424,rj92,[u'Ecosystem'],26 November 2018,0,0,1
425,rj92,[u'English Beginner'],26 November 2018,5.95128676470588,0,56
426,rj92,[u'English Elementary'],26 November 2018,5.05952380952381,0,8
427,rj92,[u'Geometric Reasoning Part I'],26 November 2018,26.1513041634269,0,47
428,rj92,[u'Geometric Reasoning Part II'],26 November 2018,1.58730158730159,0,7
429,rj92,[u'Linear Equations'],26 November 2018,0,0,1
430,rj92,[u'Post-CLIx Survey'],26 November 2018,25,0,1
431,rj92,[u'Pre-CLIx Survey'],26 November 2018,23.2608695652174,0,23
432,rj92,[u'Proportional Reasoning'],26 November 2018,2.17391304347826,0,2
433,rj92,[u'Reflecting on Values'],26 November 2018,2.4390243902439,0,1
434,rj92,[u'Sound'],26 November 2018,1.78571428571429,0,1
435,rj92,[u'Understanding Motion'],26 November 2018,7.99297321036451,0,33
436,rj93,[u'Atomic Structure'],30 November 2018,21.9591836734694,0,25
437,rj93,[u'Basic Astronomy'],30 November 2018,36.0544217687075,0,14
438,rj93,[u'English Beginner'],30 November 2018,6.52573529411765,0,32
439,rj93,[u'English Elementary'],30 November 2018,2.38095238095238,0,3
440,rj93,[u'Geometric Reasoning Part I'],30 November 2018,35.2857142857143,0,50
441,rj93,[u'Geometric Reasoning Part II'],30 November 2018,6.66089965397924,0,17
442,rj93,[u'Pre-CLIx Survey'],30 November 2018,41.8421052631579,0,19
443,rj93,[u'Proportional Reasoning'],30 November 2018,13.6645962732919,0,7
444,rj93,[u'Understanding Motion'],30 November 2018,8.22814399251987,0,31
445,rj94,[u'Atomic Structure'],22 November 2018,56.5597667638484,0,14
446,rj94,[u'Basic Astronomy'],22 November 2018,12.047619047619,0,20
447,rj94,[u'Ecosystem'],22 November 2018,3.84615384615384,0,3
448,rj94,[u'English Beginner'],22 November 2018,0,0,4
449,rj94,[u'English Elementary'],22 November 2018,1.98412698412698,0,15
450,rj94,[u'Geometric Reasoning Part I'],22 November 2018,28.8571428571429,0,25
451,rj94,[u'Geometric Reasoning Part II'],22 November 2018,5.88235294117647,0,2
452,rj94,[u'Health and Disease'],22 November 2018,55.9803921568627,0,30
453,rj94,[u'Linear Equations'],22 November 2018,10.7142857142857,0,4
454,rj94,[u'Pre-CLIx Survey'],22 November 2018,0,0,2
455,rj94,[u'Proportional Reasoning'],22 November 2018,28.8208080360784,0,41
456,rj94,[u'Reflecting on Values'],22 November 2018,1.3719512195122,0,8
457,rj94,[u'Sound'],22 November 2018,53.6630036630037,0,39
458,rj94,[u'Understanding Motion'],22 November 2018,5.175983436853,0,7
